file,has_player,has_enemy,solvable,wall_ratio,interior_wall_density,walkable_cells,reachable_ratio,shortest_path_length,path_norm,dead_end_ratio,branching_ratio,leniency,astar_difficulty,difficulty_score
pcgnn_000.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_001.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_002.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_003.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_004.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_005.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_006.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_007.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_008.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_009.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_010.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_011.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_012.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_013.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_014.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_015.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
pcgnn_016.txt,False,False,False,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.44999999999999996
