CompressionDistanceMetric,LeniencyMetric,SolvabilityMetric,AStarDiversityMetric,AStarDifficultyMetric,AStarEditDistanceDiversityMetric
0.4444444444444444,0.0,0.0,0.0,1.0,0.0
0.5416666666666666,0.0,0.0,0.45,0.797979797979798,1.0
0.4583333333333333,0.9940119760479041,1.0,0.45,0.09285714285714286,1.0
0.5,0.6893939393939394,1.0,0.0,0.0,0.0
0.4861111111111111,0.0,0.0,0.45,1.0,1.0
0.5,0.7368421052631579,1.0,0.45,0.2385321100917431,1.0
0.4794520547945205,0.9357142857142857,1.0,0.0,0.08695652173913043,0.0
0.47297297297297297,0.0,0.0,0.45,0.8651685393258427,1.0
0.44594594594594594,0.552,1.0,0.45,0.15306122448979592,1.0
0.4861111111111111,0.8529411764705882,1.0,0.45,0.17117117117117117,1.0
0.4861111111111111,0.6934306569343066,1.0,0.0,0.06363636363636363,0.0
0.4861111111111111,0.0,0.0,0.45,0.9821428571428571,1.0
0.4444444444444444,0.7678571428571429,1.0,0.45,0.061224489795918366,1.0
0.5068493150684932,0.9463087248322147,1.0,0.45,0.1721311475409836,1.0
0.5,0.5086206896551724,1.0,0.48690476190476184,0.32989690721649484,1.0
0.4861111111111111,0.32710280373831774,1.0,0.45,0.2988505747126437,1.0
0.4583333333333333,0.8954248366013072,1.0,0.0,0.23015873015873015,0.0
0.4722222222222222,0.0,0.0,0.45,0.918918918918919,1.0
0.4520547945205479,0.5819672131147541,1.0,0.0,0.09473684210526316,0.0
0.47297297297297297,0.0,0.0,0.45,0.982456140350877,1.0
0.47297297297297297,0.6115702479338843,1.0,0.45,0.0625,1.0
0.47368421052631576,0.4661016949152542,1.0,0.0,0.2553191489361702,0.0
0.4861111111111111,0.0,0.0,0.45,0.47126436781609193,1.0
0.4722222222222222,0.8169014084507042,1.0,0.0,0.2393162393162393,0.0
0.4861111111111111,0.0,0.0,0.45,1.0,1.0
0.4861111111111111,0.92,1.0,0.45,0.08130081300813008,1.0
0.4166666666666667,0.4017094017094017,1.0,0.45,0.0,1.0
0.44594594594594594,0.934640522875817,1.0,0.45,0.07936507936507936,1.0
0.4444444444444444,0.816793893129771,1.0,0.45,0.36538461538461536,1.0
0.4861111111111111,0.5602836879432624,1.0,0.45,0.017391304347826087,1.0
0.527027027027027,0.8055555555555556,1.0,0.0,0.059829059829059825,0.0
0.5,0.0,0.0,0.0,0.6455696202531646,0.0
0.4864864864864865,0.0,0.0,0.0,0.1951219512195122,0.0
0.5342465753424658,0.0,0.0,0.0,0.9907407407407407,0.0
0.4861111111111111,0.0,0.0,0.45,0.8571428571428571,1.0
0.4722222222222222,0.948051948051948,1.0,0.45,0.03937007874015748,1.0
0.44594594594594594,0.9285714285714286,1.0,0.45,0.08661417322834646,1.0
0.4605263157894737,0.6861313868613139,1.0,0.45,0.01818181818181818,1.0
0.4722222222222222,0.7633587786259542,1.0,0.45,0.09615384615384616,1.0
0.5205479452054794,0.930379746835443,1.0,0.45,0.0,1.0
0.4861111111111111,0.5416666666666666,1.0,0.45,0.12903225806451613,1.0
0.4722222222222222,0.7063492063492064,1.0,0.4642857142857143,0.13513513513513514,1.0
0.4583333333333333,0.8120300751879699,1.0,0.45,0.7685185185185185,1.0
0.44594594594594594,0.9358974358974359,1.0,0.45,0.24806201550387597,1.0
0.4666666666666667,0.4444444444444444,1.0,0.0,0.0,0.0
0.4027777777777778,0.0,0.0,0.45,0.38271604938271603,1.0
0.4931506849315068,0.47619047619047616,1.0,0.0,0.011627906976744186,0.0
0.4931506849315068,0.0,0.0,0.45,0.2048192771084337,1.0
0.4444444444444444,0.8072289156626506,1.0,0.45,0.32954545454545453,1.0
0.4722222222222222,0.8954248366013072,1.0,0.45,0.11111111111111112,1.0
0.4444444444444444,0.7714285714285715,1.0,0.45,0.10434782608695652,1.0
0.49333333333333335,0.7655172413793103,1.0,0.45,0.15833333333333333,1.0
0.5,0.5365853658536586,1.0,0.45,0.11224489795918366,1.0
0.44,0.9539473684210527,1.0,0.0,0.0,0.0
0.4722222222222222,0.0,0.0,0.45,0.8764044943820226,1.0
0.44155844155844154,0.8456375838926175,1.0,0.5107142857142858,0.1721311475409836,1.0
0.4520547945205479,0.48863636363636365,1.0,0.0,0.23255813953488375,0.0
0.4861111111111111,0.0,0.0,0.45,1.0,1.0
0.4861111111111111,0.954248366013072,1.0,0.45,0.007936507936507936,1.0
0.4583333333333333,0.8930817610062893,1.0,0.45,0.29545454545454547,1.0
0.4722222222222222,0.8287671232876712,1.0,0.45,0.18333333333333332,1.0
0.4657534246575342,0.9605263157894737,1.0,0.45,0.0,1.0
0.4383561643835616,0.8661971830985915,1.0,0.45,0.034782608695652174,1.0
0.4583333333333333,0.6444444444444445,1.0,0.45,0.26136363636363635,1.0
0.43243243243243246,0.8675496688741722,1.0,0.0,0.23387096774193544,0.0
0.4444444444444444,0.0,0.0,0.45,0.9487179487179487,1.0
0.5,0.9113924050632911,1.0,0.45,0.04580152671755725,1.0
0.45454545454545453,0.7857142857142857,1.0,0.0,0.18181818181818182,0.0
0.4675324675324675,0.0,0.0,0.45,0.8625,1.0
0.5,0.7195121951219512,1.0,0.4333333333333334,0.12903225806451613,1.0
0.4583333333333333,0.934640522875817,1.0,0.45,0.312,1.0
0.44,0.8791946308724832,1.0,0.45,0.00819672131147541,1.0
0.4594594594594595,0.6904761904761905,1.0,0.45,0.3434343434343434,1.0
0.4383561643835616,0.5511811023622047,1.0,0.45,0.02,1.0
0.4861111111111111,0.9202898550724637,1.0,0.45,0.18018018018018017,1.0
0.5,0.8472222222222222,1.0,0.45,0.0,1.0
0.4794520547945205,0.8807947019867549,1.0,0.45,0.18548387096774194,1.0
0.4722222222222222,0.4117647058823529,1.0,0.45,0.0,1.0
0.49333333333333335,0.6106870229007634,1.0,0.0,0.16346153846153846,0.0
0.4861111111111111,0.0,0.0,0.45,0.976190476190476,1.0
0.4864864864864865,0.9044585987261147,1.0,0.45,0.18461538461538463,1.0
0.5138888888888888,0.7109375,1.0,0.45,0.0891089108910891,1.0
0.5,0.9822485207100592,1.0,0.45,0.3591549295774648,1.0
0.4583333333333333,0.9415584415584416,1.0,0.45,0.0,1.0
0.4722222222222222,0.92,1.0,0.45,0.1951219512195122,1.0
0.44,0.7517241379310344,1.0,0.0,0.11016949152542373,0.0
0.5,0.0,0.0,0.0,0.9313725490196079,0.0
0.4342105263157895,0.0,0.0,0.45,1.0,1.0
0.4794520547945205,0.8305084745762712,1.0,0.0,0.13725490196078433,0.0
0.4931506849315068,0.0,0.0,0.45,0.8390804597701148,1.0
0.4861111111111111,0.5614035087719298,1.0,0.45,0.3263157894736842,1.0
0.4861111111111111,0.8675496688741722,1.0,0.45,0.2096774193548387,1.0
0.4794520547945205,0.7364341085271318,1.0,0.0,0.0,0.0
0.4583333333333333,0.0,0.0,0.45,0.358974358974359,1.0
0.5,0.7737226277372263,1.0,0.45,0.44545454545454544,1.0
0.4666666666666667,0.7707006369426752,1.0,0.45,0.38461538461538464,1.0
0.4722222222222222,0.3173076923076923,1.0,0.45,0.16666666666666666,1.0
0.48,0.9573170731707317,1.0,0.45,0.043795620437956206,1.0
0.4794520547945205,0.5607476635514018,1.0,0.45,0.24468085106382978,1.0
0.5142857142857142,0.4574468085106383,1.0,0.45,0.0,1.0
0.5138888888888888,,,0.45,,1.0
0.5,,,0.0,,0.0
0.4714285714285714,,,0.45,,1.0
0.4714285714285714,,,0.45,,1.0
0.4520547945205479,,,0.0,,0.0
0.4864864864864865,,,0.45,,1.0
0.47297297297297297,,,0.45,,1.0
0.5142857142857142,,,0.45,,1.0
0.4788732394366197,,,0.0,,0.0
0.4861111111111111,,,0.45,,1.0
0.4647887323943662,,,0.45,,1.0
0.4931506849315068,,,0.45,,1.0
0.4857142857142857,,,0.48690476190476184,,1.0
0.5285714285714286,,,0.45,,1.0
0.5,,,0.0,,0.0
0.4647887323943662,,,0.45,,1.0
0.4657534246575342,,,0.0,,0.0
0.4864864864864865,,,0.45,,1.0
0.5135135135135135,,,0.45,,1.0
0.5131578947368421,,,0.0,,0.0
0.45714285714285713,,,0.45,,1.0
0.42857142857142855,,,0.0,,0.0
0.4857142857142857,,,0.45,,1.0
0.4788732394366197,,,0.45,,1.0
0.45714285714285713,,,0.45,,1.0
0.4594594594594595,,,0.45,,1.0
0.4788732394366197,,,0.45,,1.0
0.4788732394366197,,,0.45,,1.0
0.5,,,0.0,,0.0
0.5211267605633803,,,0.0,,0.0
0.4864864864864865,,,0.0,,0.0
0.547945205479452,,,0.0,,0.0
0.5142857142857142,,,0.45,,1.0
0.4714285714285714,,,0.45,,1.0
0.47297297297297297,,,0.45,,1.0
0.4868421052631579,,,0.45,,1.0
0.4714285714285714,,,0.45,,1.0
0.5205479452054794,,,0.45,,1.0
0.45714285714285713,,,0.45,,1.0
0.5070422535211268,,,0.4642857142857143,,1.0
0.4714285714285714,,,0.45,,1.0
0.47297297297297297,,,0.45,,1.0
0.4533333333333333,,,0.0,,0.0
0.4507042253521127,,,0.45,,1.0
0.5068493150684932,,,0.0,,0.0
0.4794520547945205,,,0.45,,1.0
0.4714285714285714,,,0.45,,1.0
0.4714285714285714,,,0.45,,1.0
0.4861111111111111,,,0.45,,1.0
0.52,,,0.45,,1.0
0.45714285714285713,,,0.45,,1.0
0.48,,,0.0,,0.0
0.4857142857142857,,,0.45,,1.0
0.4935064935064935,,,0.5107142857142858,,1.0
0.4931506849315068,,,0.0,,0.0
0.4714285714285714,,,0.45,,1.0
0.5,,,0.45,,1.0
0.4583333333333333,,,0.45,,1.0
0.5,,,0.45,,1.0
0.4246575342465753,,,0.45,,1.0
0.4794520547945205,,,0.45,,1.0
0.4857142857142857,,,0.45,,1.0
0.43243243243243246,,,0.0,,0.0
0.4857142857142857,,,0.45,,1.0
0.5285714285714286,,,0.45,,1.0
0.45454545454545453,,,0.0,,0.0
0.4675324675324675,,,0.45,,1.0
0.5142857142857142,,,0.4333333333333334,,1.0
0.4714285714285714,,,0.45,,1.0
0.4533333333333333,,,0.45,,1.0
0.4594594594594595,,,0.45,,1.0
0.4383561643835616,,,0.45,,1.0
0.4714285714285714,,,0.45,,1.0
0.5,,,0.45,,1.0
0.4383561643835616,,,0.45,,1.0
0.4788732394366197,,,0.45,,1.0
0.52,,,0.0,,0.0
0.5142857142857142,,,0.45,,1.0
0.44594594594594594,,,0.45,,1.0
0.5285714285714286,,,0.45,,1.0
0.4857142857142857,,,0.45,,1.0
0.4714285714285714,,,0.45,,1.0
0.44285714285714284,,,0.45,,1.0
0.49333333333333335,,,0.0,,0.0
0.5,,,0.0,,0.0
0.4868421052631579,,,0.45,,1.0
0.4931506849315068,,,0.0,,0.0
0.5342465753424658,,,0.45,,1.0
0.4714285714285714,,,0.45,,1.0
0.4861111111111111,,,0.45,,1.0
0.5068493150684932,,,0.0,,0.0
0.4714285714285714,,,0.45,,1.0
0.5142857142857142,,,0.45,,1.0
0.48,,,0.45,,1.0
0.5,,,0.45,,1.0
0.5066666666666667,,,0.45,,1.0
0.5068493150684932,,,0.45,,1.0
0.5138888888888888,,,0.04999999999999998,,0.34615384615384615
0.5405405405405406,,,0.45,,1.0
0.5373134328358209,,,0.07857142857142858,,0.38461538461538464
0.5507246376811594,,,0.03333333333333332,,0.38461538461538464
0.5616438356164384,,,0.45,,1.0
0.4864864864864865,,,0.030952380952380943,,0.3076923076923077
0.5135135135135135,,,0.042857142857142844,,0.3076923076923077
0.5217391304347826,,,0.12142857142857147,,0.38461538461538464
0.5070422535211268,,,0.45,,1.0
0.5277777777777778,,,0.06428571428571427,,0.38461538461538464
0.4788732394366197,,,0.0476190476190476,,0.3076923076923077
0.5205479452054794,,,0.1285714285714286,,0.46153846153846156
0.5,,,0.12499999999999997,,0.36666666666666664
0.4696969696969697,,,0.052380952380952375,,0.19230769230769232
0.4852941176470588,,,0.45,,1.0
0.5633802816901409,,,0.08333333333333334,,0.34615384615384615
0.4794520547945205,,,0.45,,1.0
0.5405405405405406,,,0.028571428571428564,,0.23076923076923078
0.5675675675675675,,,0.10238095238095242,,0.46153846153846156
0.5657894736842105,,,0.45,,1.0
0.5147058823529411,,,0.11190476190476188,,0.38461538461538464
0.4927536231884058,,,0.45,,1.0
0.5151515151515151,,,0.052380952380952375,,0.2692307692307692
0.5211267605633803,,,0.09285714285714289,,0.34615384615384615
0.4714285714285714,,,0.0476190476190476,,0.2692307692307692
0.527027027027027,,,0.11428571428571428,,0.38461538461538464
0.49295774647887325,,,0.05714285714285714,,0.2692307692307692
0.5211267605633803,,,0.052380952380952375,,0.2692307692307692
0.5945945945945946,,,0.45,,1.0
0.5352112676056338,,,0.45,,1.0
0.527027027027027,,,0.45,,1.0
0.589041095890411,,,0.45,,1.0
0.47761194029850745,,,0.06666666666666664,,0.4230769230769231
0.5223880597014925,,,0.0476190476190476,,0.3076923076923077
0.47297297297297297,,,0.06190476190476189,,0.4230769230769231
0.5526315789473685,,,0.08333333333333336,,0.34615384615384615
0.4782608695652174,,,0.1166666666666667,,0.46153846153846156
0.547945205479452,,,0.042857142857142844,,0.3076923076923077
0.5217391304347826,,,0.040476190476190464,,0.23076923076923078
0.5211267605633803,,,0.05714285714285714,,0.32142857142857145
0.45588235294117646,,,0.0476190476190476,,0.3076923076923077
0.527027027027027,,,0.16904761904761909,,0.4230769230769231
0.5733333333333334,,,0.45,,1.0
0.49295774647887325,,,0.10238095238095242,,0.38461538461538464
0.5342465753424658,,,0.45,,1.0
0.5616438356164384,,,0.10952380952380958,,0.34615384615384615
0.5,,,0.052380952380952375,,0.34615384615384615
0.4857142857142857,,,0.08333333333333333,,0.3076923076923077
0.5138888888888888,,,0.040476190476190464,,0.34615384615384615
0.5066666666666667,,,0.052380952380952375,,0.3076923076923077
0.5362318840579711,,,0.052380952380952375,,0.3076923076923077
0.52,,,0.45,,1.0
0.5147058823529411,,,0.038095238095238085,,0.2692307692307692
0.5064935064935064,,,0.12023809523809523,,0.46875
0.5616438356164384,,,0.45,,1.0
0.5,,,0.052380952380952375,,0.2692307692307692
0.5,,,0.06904761904761904,,0.3076923076923077
0.4861111111111111,,,0.038095238095238085,,0.3076923076923077
0.47058823529411764,,,0.0857142857142857,,0.34615384615384615
0.4931506849315068,,,0.035714285714285705,,0.2692307692307692
0.5068493150684932,,,0.13333333333333333,,0.4230769230769231
0.4927536231884058,,,0.06666666666666664,,0.3076923076923077
0.5,,,0.45,,1.0
0.5,,,0.061904761904761886,,0.3076923076923077
0.6086956521739131,,,0.038095238095238085,,0.34615384615384615
0.5064935064935064,,,0.45,,1.0
0.5454545454545454,,,0.0761904761904762,,0.3076923076923077
0.46153846153846156,,,0.11190476190476192,,0.4642857142857143
0.5294117647058824,,,0.04999999999999998,,0.2692307692307692
0.56,,,0.15,,0.4230769230769231
0.5675675675675675,,,0.040476190476190464,,0.2692307692307692
0.5068493150684932,,,0.0476190476190476,,0.34615384615384615
0.5285714285714286,,,0.0857142857142857,,0.38461538461538464
0.4696969696969697,,,0.04523809523809522,,0.3076923076923077
0.547945205479452,,,0.15476190476190474,,0.4230769230769231
0.5915492957746479,,,0.12142857142857147,,0.38461538461538464
0.5733333333333334,,,0.45,,1.0
0.5076923076923077,,,0.040476190476190464,,0.3076923076923077
0.5945945945945946,,,0.06904761904761904,,0.3076923076923077
0.47540983606557374,,,0.11666666666666667,,0.46153846153846156
0.47761194029850745,,,0.07142857142857142,,0.34615384615384615
0.463768115942029,,,0.09047619047619046,,0.3076923076923077
0.5072463768115942,,,0.04999999999999998,,0.2692307692307692
0.4666666666666667,,,0.45,,1.0
0.5362318840579711,,,0.45,,1.0
0.5394736842105263,,,0.040476190476190464,,0.2692307692307692
0.547945205479452,,,0.45,,1.0
0.589041095890411,,,0.10952380952380955,,0.4230769230769231
0.4925373134328358,,,0.07857142857142858,,0.38461538461538464
0.5277777777777778,,,0.04523809523809522,,0.3076923076923077
0.5342465753424658,,,0.45,,1.0
0.5362318840579711,,,0.16190476190476194,,0.38461538461538464
0.5483870967741935,,,0.12380952380952384,,0.3076923076923077
0.5466666666666666,,,0.12380952380952379,,0.34615384615384615
0.47692307692307695,,,0.04999999999999998,,0.19230769230769232
0.52,,,0.10238095238095238,,0.34615384615384615
0.5753424657534246,,,0.16190476190476188,,0.46153846153846156
0.4864864864864865,,,0.45,,1.0
0.5277777777777778,,,0.05714285714285713,,0.38461538461538464
0.5,,,0.04999999999999998,,0.34615384615384615
0.4794520547945205,,,0.45,,1.0
0.47297297297297297,,,0.052380952380952375,,0.23076923076923078
0.44594594594594594,,,0.059523809523809514,,0.34615384615384615
0.5,,,0.1142857142857143,,0.4230769230769231
0.4444444444444444,,,0.45,,1.0
0.4722222222222222,,,0.052380952380952375,,0.34615384615384615
0.4444444444444444,,,0.040476190476190464,,0.2692307692307692
0.4657534246575342,,,0.12142857142857141,,0.34615384615384615
0.5,,,0.11071428571428568,,0.36666666666666664
0.5,,,0.06904761904761902,,0.34615384615384615
0.4722222222222222,,,0.45,,1.0
0.5,,,0.07619047619047618,,0.4230769230769231
0.4657534246575342,,,0.45,,1.0
0.44594594594594594,,,0.04523809523809522,,0.3076923076923077
0.4864864864864865,,,0.1,,0.3076923076923077
0.4868421052631579,,,0.45,,1.0
0.4722222222222222,,,0.10476190476190475,,0.38461538461538464
0.4583333333333333,,,0.45,,1.0
0.5,,,0.0738095238095238,,0.4230769230769231
0.4722222222222222,,,0.08571428571428569,,0.38461538461538464
0.4305555555555556,,,0.059523809523809514,,0.38461538461538464
0.44594594594594594,,,0.11666666666666665,,0.5
0.4583333333333333,,,0.06428571428571427,,0.34615384615384615
0.4861111111111111,,,0.054761904761904755,,0.38461538461538464
0.5,,,0.45,,1.0
0.4583333333333333,,,0.45,,1.0
0.44594594594594594,,,0.45,,1.0
0.4794520547945205,,,0.45,,1.0
0.4861111111111111,,,0.054761904761904755,,0.34615384615384615
0.4861111111111111,,,0.06904761904761904,,0.38461538461538464
0.44594594594594594,,,0.04999999999999998,,0.3076923076923077
0.4605263157894737,,,0.07142857142857141,,0.3076923076923077
0.4444444444444444,,,0.06666666666666665,,0.2692307692307692
0.4794520547945205,,,0.04523809523809522,,0.3076923076923077
0.5,,,0.061904761904761886,,0.5
0.4583333333333333,,,0.10000000000000005,,0.42857142857142855
0.4583333333333333,,,0.06904761904761902,,0.34615384615384615
0.43243243243243246,,,0.1619047619047619,,0.3076923076923077
0.48,,,0.45,,1.0
0.4722222222222222,,,0.09047619047619047,,0.34615384615384615
0.5068493150684932,,,0.45,,1.0
0.4931506849315068,,,0.10714285714285716,,0.4230769230769231
0.4583333333333333,,,0.035714285714285705,,0.19230769230769232
0.4444444444444444,,,0.08095238095238094,,0.38461538461538464
0.4305555555555556,,,0.042857142857142844,,0.3076923076923077
0.4666666666666667,,,0.040476190476190464,,0.3076923076923077
0.4444444444444444,,,0.026190476190476188,,0.3076923076923077
0.48,,,0.45,,1.0
0.5138888888888888,,,0.0738095238095238,,0.38461538461538464
0.44155844155844154,,,0.11785714285714284,,0.375
0.4931506849315068,,,0.45,,1.0
0.4722222222222222,,,0.021428571428571422,,0.2692307692307692
0.5138888888888888,,,0.07142857142857141,,0.38461538461538464
0.4583333333333333,,,0.06904761904761902,,0.34615384615384615
0.4583333333333333,,,0.09285714285714283,,0.3076923076923077
0.4931506849315068,,,0.038095238095238085,,0.2692307692307692
0.4383561643835616,,,0.13095238095238096,,0.46153846153846156
0.4861111111111111,,,0.06904761904761902,,0.34615384615384615
0.4189189189189189,,,0.45,,1.0
0.5,,,0.04999999999999998,,0.38461538461538464
0.5,,,0.04999999999999998,,0.4230769230769231
0.45454545454545453,,,0.45,,1.0
0.4675324675324675,,,0.06904761904761902,,0.34615384615384615
0.4861111111111111,,,0.10476190476190479,,0.35714285714285715
0.5,,,0.061904761904761886,,0.34615384615384615
0.4266666666666667,,,0.14285714285714285,,0.4230769230769231
0.43243243243243246,,,0.0476190476190476,,0.34615384615384615
0.4657534246575342,,,0.030952380952380943,,0.19230769230769232
0.4861111111111111,,,0.06428571428571427,,0.38461538461538464
0.4861111111111111,,,0.04761904761904761,,0.3076923076923077
0.4931506849315068,,,0.14761904761904762,,0.34615384615384615
0.4722222222222222,,,0.11904761904761904,,0.4230769230769231
0.5066666666666667,,,0.45,,1.0
0.5138888888888888,,,0.07142857142857141,,0.38461538461538464
0.44594594594594594,,,0.05714285714285713,,0.38461538461538464
0.5277777777777778,,,0.11904761904761904,,0.46153846153846156
0.5,,,0.06904761904761902,,0.38461538461538464
0.4444444444444444,,,0.10238095238095238,,0.4230769230769231
0.4722222222222222,,,0.061904761904761886,,0.46153846153846156
0.4666666666666667,,,0.45,,1.0
0.4861111111111111,,,0.45,,1.0
0.47368421052631576,,,0.05714285714285713,,0.34615384615384615
0.5068493150684932,,,0.45,,1.0
0.5342465753424658,,,0.10238095238095239,,0.38461538461538464
0.5,,,0.07142857142857141,,0.38461538461538464
0.4583333333333333,,,0.042857142857142844,,0.19230769230769232
0.4931506849315068,,,0.45,,1.0
0.4722222222222222,,,0.15476190476190474,,0.46153846153846156
0.5138888888888888,,,0.12619047619047621,,0.38461538461538464
0.4533333333333333,,,0.11666666666666665,,0.4230769230769231
0.5138888888888888,,,0.061904761904761886,,0.3076923076923077
0.4666666666666667,,,0.10952380952380954,,0.4230769230769231
0.4657534246575342,,,0.15952380952380954,,0.46153846153846156
0.527027027027027,,,0.45,,1.0
0.527027027027027,,,0.45,,1.0
0.4864864864864865,,,0.0,,0.0
0.4594594594594595,,,0.45,,1.0
0.47297297297297297,,,0.45,,1.0
0.5405405405405406,,,0.45,,1.0
0.5135135135135135,,,0.0,,0.0
0.47297297297297297,,,0.45,,1.0
0.4864864864864865,,,0.45,,1.0
0.527027027027027,,,0.45,,1.0
0.5135135135135135,,,0.48690476190476184,,1.0
0.5540540540540541,,,0.45,,1.0
0.5135135135135135,,,0.0,,0.0
0.5135135135135135,,,0.45,,1.0
0.5135135135135135,,,0.0,,0.0
0.47297297297297297,,,0.45,,1.0
0.4594594594594595,,,0.45,,1.0
0.5,,,0.0,,0.0
0.527027027027027,,,0.45,,1.0
0.5135135135135135,,,0.0,,0.0
0.5405405405405406,,,0.45,,1.0
0.5,,,0.45,,1.0
0.4594594594594595,,,0.45,,1.0
0.4864864864864865,,,0.45,,1.0
0.5135135135135135,,,0.45,,1.0
0.4594594594594595,,,0.45,,1.0
0.4864864864864865,,,0.0,,0.0
0.5,,,0.0,,0.0
0.44594594594594594,,,0.0,,0.0
0.5135135135135135,,,0.0,,0.0
0.5540540540540541,,,0.45,,1.0
0.5,,,0.45,,1.0
0.43243243243243246,,,0.45,,1.0
0.4605263157894737,,,0.45,,1.0
0.47297297297297297,,,0.45,,1.0
0.4864864864864865,,,0.45,,1.0
0.5405405405405406,,,0.45,,1.0
0.5135135135135135,,,0.4642857142857143,,1.0
0.5,,,0.45,,1.0
0.44594594594594594,,,0.45,,1.0
0.49333333333333335,,,0.0,,0.0
0.5135135135135135,,,0.45,,1.0
0.5135135135135135,,,0.0,,0.0
0.5,,,0.45,,1.0
0.5,,,0.45,,1.0
0.5135135135135135,,,0.45,,1.0
0.4864864864864865,,,0.45,,1.0
0.5066666666666667,,,0.45,,1.0
0.5135135135135135,,,0.45,,1.0
0.5066666666666667,,,0.0,,0.0
0.5135135135135135,,,0.45,,1.0
0.4805194805194805,,,0.5107142857142858,,1.0
0.5135135135135135,,,0.0,,0.0
0.5135135135135135,,,0.45,,1.0
0.527027027027027,,,0.45,,1.0
0.4864864864864865,,,0.45,,1.0
0.5405405405405406,,,0.45,,1.0
0.4864864864864865,,,0.45,,1.0
0.5135135135135135,,,0.45,,1.0
0.47297297297297297,,,0.45,,1.0
0.43243243243243246,,,0.0,,0.0
0.5135135135135135,,,0.45,,1.0
0.527027027027027,,,0.45,,1.0
0.44155844155844154,,,0.0,,0.0
0.4935064935064935,,,0.45,,1.0
0.5135135135135135,,,0.4333333333333334,,1.0
0.5135135135135135,,,0.45,,1.0
0.48,,,0.45,,1.0
0.47297297297297297,,,0.45,,1.0
0.4594594594594595,,,0.45,,1.0
0.5135135135135135,,,0.45,,1.0
0.5540540540540541,,,0.45,,1.0
0.527027027027027,,,0.45,,1.0
0.5,,,0.45,,1.0
0.5066666666666667,,,0.0,,0.0
0.5405405405405406,,,0.45,,1.0
0.5,,,0.45,,1.0
0.5675675675675675,,,0.45,,1.0
0.5135135135135135,,,0.45,,1.0
0.5135135135135135,,,0.45,,1.0
0.4864864864864865,,,0.45,,1.0
0.4666666666666667,,,0.0,,0.0
0.5,,,0.0,,0.0
0.4605263157894737,,,0.45,,1.0
0.5,,,0.0,,0.0
0.5135135135135135,,,0.45,,1.0
0.5135135135135135,,,0.45,,1.0
0.5135135135135135,,,0.45,,1.0
0.47297297297297297,,,0.0,,0.0
0.527027027027027,,,0.45,,1.0
0.5675675675675675,,,0.45,,1.0
0.48,,,0.45,,1.0
0.5540540540540541,,,0.45,,1.0
0.48,,,0.45,,1.0
0.4189189189189189,,,0.45,,1.0
0.4927536231884058,,,0.08333333333333334,,0.34615384615384615
0.5068493150684932,,,0.45,,1.0
0.47297297297297297,,,0.06666666666666665,,0.38461538461538464
0.4594594594594595,,,0.07380952380952381,,0.38461538461538464
0.5072463768115942,,,0.07619047619047618,,0.2692307692307692
0.5070422535211268,,,0.45,,1.0
0.5138888888888888,,,0.0476190476190476,,0.34615384615384615
0.4788732394366197,,,0.07380952380952381,,0.3076923076923077
0.5342465753424658,,,0.09761904761904762,,0.38461538461538464
0.5428571428571428,,,0.07499999999999996,,0.3
0.44776119402985076,,,0.09285714285714285,,0.4230769230769231
0.4852941176470588,,,0.45,,1.0
0.49295774647887325,,,0.06666666666666664,,0.4230769230769231
0.4657534246575342,,,0.45,,1.0
0.47297297297297297,,,0.06428571428571427,,0.34615384615384615
0.5135135135135135,,,0.07142857142857141,,0.4230769230769231
0.4868421052631579,,,0.45,,1.0
0.47058823529411764,,,0.0857142857142857,,0.46153846153846156
0.43478260869565216,,,0.45,,1.0
0.5074626865671642,,,0.0880952380952381,,0.46153846153846156
0.4788732394366197,,,0.042857142857142844,,0.2692307692307692
0.42857142857142855,,,0.0928571428571429,,0.3076923076923077
0.47297297297297297,,,0.11666666666666665,,0.4230769230769231
0.4647887323943662,,,0.09285714285714289,,0.3076923076923077
0.4788732394366197,,,0.06904761904761902,,0.34615384615384615
0.5135135135135135,,,0.45,,1.0
0.4788732394366197,,,0.45,,1.0
0.44594594594594594,,,0.45,,1.0
0.5342465753424658,,,0.45,,1.0
0.44776119402985076,,,0.0738095238095238,,0.3076923076923077
0.47761194029850745,,,0.09285714285714287,,0.46153846153846156
0.4864864864864865,,,0.059523809523809514,,0.34615384615384615
